證券代碼,年月日,收盤價(元),收盤價
TX202209 台指 2022/09,2021/11/18,,"17,213"
Y9999 加權指數,2021/11/17,"17,764.04",
TX202111 台指 2021/11,2021/11/17,,"17,722"
TX202112 台指 2021/12,2021/11/17,,"17,764"
TX202201 台指 2022/01,2021/11/17,,"17,710"
TX202203 台指 2022/03,2021/11/17,,"17,629"
TX202206 台指 2022/06,2021/11/17,,"17,508"
TX202209 台指 2022/09,2021/11/17,,"17,099"
Y9999 加權指數,2021/11/16,"17,693.13",
TX202111 台指 2021/11,2021/11/16,,"17,701"
TX202112 台指 2021/12,2021/11/16,,"17,680"
TX202201 台指 2022/01,2021/11/16,,"17,633"
TX202203 台指 2022/03,2021/11/16,,"17,546"
TX202206 台指 2022/06,2021/11/16,,"17,432"
TX202209 台指 2022/09,2021/11/16,,"17,037"
Y9999 加權指數,2021/11/15,"17,634.47",
TX202111 台指 2021/11,2021/11/15,,"17,664"
TX202112 台指 2021/12,2021/11/15,,"17,647"
TX202201 台指 2022/01,2021/11/15,,"17,589"
TX202203 台指 2022/03,2021/11/15,,"17,511"
TX202206 台指 2022/06,2021/11/15,,"17,395"
TX202209 台指 2022/09,2021/11/15,,"17,005"
Y9999 加權指數,2021/11/12,"17,518.13",
TX202111 台指 2021/11,2021/11/12,,"17,547"
TX202112 台指 2021/12,2021/11/12,,"17,524"
TX202201 台指 2022/01,2021/11/12,,"17,461"
TX202203 台指 2022/03,2021/11/12,,"17,368"
TX202206 台指 2022/06,2021/11/12,,"17,245"
TX202209 台指 2022/09,2021/11/12,,"16,875"
Y9999 加權指數,2021/11/11,"17,452.52",
TX202111 台指 2021/11,2021/11/11,,"17,470"
TX202112 台指 2021/12,2021/11/11,,"17,445"
TX202201 台指 2022/01,2021/11/11,,"17,390"
TX202203 台指 2022/03,2021/11/11,,"17,306"
TX202206 台指 2022/06,2021/11/11,,"17,193"
TX202209 台指 2022/09,2021/11/11,,"16,794"
Y9999 加權指數,2021/11/10,"17,559.65",
TX202111 台指 2021/11,2021/11/10,,"17,555"
TX202112 台指 2021/12,2021/11/10,,"17,524"
TX202201 台指 2022/01,2021/11/10,,"17,471"
TX202203 台指 2022/03,2021/11/10,,"17,398"
TX202206 台指 2022/06,2021/11/10,,"17,271"
TX202209 台指 2022/09,2021/11/10,,"16,887"
Y9999 加權指數,2021/11/9,"17,541.36",
TX202111 台指 2021/11,2021/11/9,,"17,555"
TX202112 台指 2021/12,2021/11/9,,"17,521"
TX202201 台指 2022/01,2021/11/9,,"17,473"
TX202203 台指 2022/03,2021/11/9,,"17,390"
TX202206 台指 2022/06,2021/11/9,,"17,282"
TX202209 台指 2022/09,2021/11/9,,"16,888"
Y9999 加權指數,2021/11/8,"17,415.30",
TX202111 台指 2021/11,2021/11/8,,"17,424"
TX202112 台指 2021/12,2021/11/8,,"17,395"
TX202201 台指 2022/01,2021/11/8,,"17,341"
TX202203 台指 2022/03,2021/11/8,,"17,263"
TX202206 台指 2022/06,2021/11/8,,"17,154"
TX202209 台指 2022/09,2021/11/8,,"16,738"
Y9999 加權指數,2021/11/5,"17,296.90",
TX202111 台指 2021/11,2021/11/5,,"17,267"
TX202112 台指 2021/12,2021/11/5,,"17,242"
TX202201 台指 2022/01,2021/11/5,,"17,188"
TX202203 台指 2022/03,2021/11/5,,"17,116"
TX202206 台指 2022/06,2021/11/5,,"17,000"
TX202209 台指 2022/09,2021/11/5,,"16,600"
Y9999 加權指數,2021/11/4,"17,078.86",
TX202111 台指 2021/11,2021/11/4,,"17,075"
TX202112 台指 2021/12,2021/11/4,,"17,046"
TX202201 台指 2022/01,2021/11/4,,"16,985"
TX202203 台指 2022/03,2021/11/4,,"16,921"
TX202206 台指 2022/06,2021/11/4,,"16,803"
TX202209 台指 2022/09,2021/11/4,,"16,435"
Y9999 加權指數,2021/11/3,"17,122.16",
TX202111 台指 2021/11,2021/11/3,,"17,092"
TX202112 台指 2021/12,2021/11/3,,"17,069"
TX202201 台指 2022/01,2021/11/3,,"17,008"
TX202203 台指 2022/03,2021/11/3,,"16,952"
TX202206 台指 2022/06,2021/11/3,,"16,829"
TX202209 台指 2022/09,2021/11/3,,"16,434"
Y9999 加權指數,2021/11/2,"17,065.97",
TX202111 台指 2021/11,2021/11/2,,"17,047"
TX202112 台指 2021/12,2021/11/2,,"17,020"
TX202201 台指 2022/01,2021/11/2,,"16,940"
TX202203 台指 2022/03,2021/11/2,,"16,876"
TX202206 台指 2022/06,2021/11/2,,"16,765"
TX202209 台指 2022/09,2021/11/2,,"16,376"
Y9999 加權指數,2021/11/1,"17,068.24",
TX202111 台指 2021/11,2021/11/1,,"17,079"
TX202112 台指 2021/12,2021/11/1,,"17,053"
TX202201 台指 2022/01,2021/11/1,,"16,991"
TX202203 台指 2022/03,2021/11/1,,"16,936"
TX202206 台指 2022/06,2021/11/1,,"16,808"
TX202209 台指 2022/09,2021/11/1,,"16,413"
Y9999 加權指數,2021/10/29,"16,987.41",
TX202111 台指 2021/11,2021/10/29,,"16,945"
TX202112 台指 2021/12,2021/10/29,,"16,919"
TX202201 台指 2022/01,2021/10/29,,"16,860"
TX202203 台指 2022/03,2021/10/29,,"16,794"
TX202206 台指 2022/06,2021/10/29,,"16,686"
TX202209 台指 2022/09,2021/10/29,,"16,300"
Y9999 加權指數,2021/10/28,"17,041.63",
TX202111 台指 2021/11,2021/10/28,,"17,038"
TX202112 台指 2021/12,2021/10/28,,"17,010"
TX202201 台指 2022/01,2021/10/28,,"16,962"
TX202203 台指 2022/03,2021/10/28,,"16,885"
TX202206 台指 2022/06,2021/10/28,,"16,788"
TX202209 台指 2022/09,2021/10/28,,"16,393"
Y9999 加權指數,2021/10/27,"17,074.55",
TX202111 台指 2021/11,2021/10/27,,"17,071"
TX202112 台指 2021/12,2021/10/27,,"17,038"
TX202201 台指 2022/01,2021/10/27,,"16,989"
TX202203 台指 2022/03,2021/10/27,,"16,921"
TX202206 台指 2022/06,2021/10/27,,"16,810"
TX202209 台指 2022/09,2021/10/27,,"16,318"
Y9999 加權指數,2021/10/26,"17,034.34",
TX202111 台指 2021/11,2021/10/26,,"17,048"
TX202112 台指 2021/12,2021/10/26,,"17,017"
TX202201 台指 2022/01,2021/10/26,,"16,946"
TX202203 台指 2022/03,2021/10/26,,"16,890"
TX202206 台指 2022/06,2021/10/26,,"16,775"
TX202209 台指 2022/09,2021/10/26,,"16,399"
Y9999 加權指數,2021/10/25,"16,894.24",
TX202111 台指 2021/11,2021/10/25,,"16,888"
TX202112 台指 2021/12,2021/10/25,,"16,864"
TX202201 台指 2022/01,2021/10/25,,"16,809"
TX202203 台指 2022/03,2021/10/25,,"16,741"
TX202206 台指 2022/06,2021/10/25,,"16,651"
TX202209 台指 2022/09,2021/10/25,,"16,265"
Y9999 加權指數,2021/10/22,"16,888.74",
TX202111 台指 2021/11,2021/10/22,,"16,854"
TX202112 台指 2021/12,2021/10/22,,"16,828"
TX202201 台指 2022/01,2021/10/22,,"16,770"
TX202203 台指 2022/03,2021/10/22,,"16,718"
TX202206 台指 2022/06,2021/10/22,,"16,615"
TX202209 台指 2022/09,2021/10/22,,"16,226"
Y9999 加權指數,2021/10/21,"16,889.51",
TX202111 台指 2021/11,2021/10/21,,"16,813"
TX202112 台指 2021/12,2021/10/21,,"16,787"
TX202201 台指 2022/01,2021/10/21,,"16,739"
TX202203 台指 2022/03,2021/10/21,,"16,670"
TX202206 台指 2022/06,2021/10/21,,"16,575"
TX202209 台指 2022/09,2021/10/21,,"16,188"
Y9999 加權指數,2021/10/20,"16,887.82",
TX202110 台指 2021/10,2021/10/20,,"16,882"
TX202111 台指 2021/11,2021/10/20,,"16,889"
TX202112 台指 2021/12,2021/10/20,,"16,855"
TX202203 台指 2022/03,2021/10/20,,"16,733"
TX202206 台指 2022/06,2021/10/20,,"16,671"
TX202209 台指 2022/09,2021/10/20,,"16,250"
Y9999 加權指數,2021/10/19,"16,900.67",
TX202110 台指 2021/10,2021/10/19,,"16,902"
TX202111 台指 2021/11,2021/10/19,,"16,872"
TX202112 台指 2021/12,2021/10/19,,"16,843"
TX202203 台指 2022/03,2021/10/19,,"16,720"
TX202206 台指 2022/06,2021/10/19,,"16,632"
TX202209 台指 2022/09,2021/10/19,,"16,253"
Y9999 加權指數,2021/10/18,"16,705.46",
TX202110 台指 2021/10,2021/10/18,,"16,725"
TX202111 台指 2021/11,2021/10/18,,"16,693"
TX202112 台指 2021/12,2021/10/18,,"16,662"
TX202203 台指 2022/03,2021/10/18,,"16,550"
TX202206 台指 2022/06,2021/10/18,,"16,464"
TX202209 台指 2022/09,2021/10/18,,"16,124"
Y9999 加權指數,2021/10/15,"16,781.19",
TX202110 台指 2021/10,2021/10/15,,"16,782"
TX202111 台指 2021/11,2021/10/15,,"16,754"
TX202112 台指 2021/12,2021/10/15,,"16,719"
TX202203 台指 2022/03,2021/10/15,,"16,602"
TX202206 台指 2022/06,2021/10/15,,"16,492"
TX202209 台指 2022/09,2021/10/15,,"16,118"
Y9999 加權指數,2021/10/14,"16,387.28",
TX202110 台指 2021/10,2021/10/14,,"16,405"
TX202111 台指 2021/11,2021/10/14,,"16,377"
TX202112 台指 2021/12,2021/10/14,,"16,347"
TX202203 台指 2022/03,2021/10/14,,"16,250"
TX202206 台指 2022/06,2021/10/14,,"16,130"
TX202209 台指 2022/09,2021/10/14,,
Y9999 加權指數,2021/10/13,"16,347.99",
TX202110 台指 2021/10,2021/10/13,,"16,318"
TX202111 台指 2021/11,2021/10/13,,"16,294"
TX202112 台指 2021/12,2021/10/13,,"16,285"
TX202203 台指 2022/03,2021/10/13,,"16,150"
TX202206 台指 2022/06,2021/10/13,,"16,065"
TX202209 台指 2022/09,2021/10/13,,"15,772"
Y9999 加權指數,2021/10/12,"16,462.84",
TX202110 台指 2021/10,2021/10/12,,"16,418"
TX202111 台指 2021/11,2021/10/12,,"16,391"
TX202112 台指 2021/12,2021/10/12,,"16,366"
TX202203 台指 2022/03,2021/10/12,,"16,249"
TX202206 台指 2022/06,2021/10/12,,"16,146"
TX202209 台指 2022/09,2021/10/12,,"15,740"
Y9999 加權指數,2021/10/8,"16,640.43",
TX202110 台指 2021/10,2021/10/8,,"16,627"
TX202111 台指 2021/11,2021/10/8,,"16,596"
TX202112 台指 2021/12,2021/10/8,,"16,569"
TX202203 台指 2022/03,2021/10/8,,"16,430"
TX202206 台指 2022/06,2021/10/8,,"16,340"
TX202209 台指 2022/09,2021/10/8,,"15,970"
Y9999 加權指數,2021/10/7,"16,713.86",
TX202110 台指 2021/10,2021/10/7,,"16,706"
TX202111 台指 2021/11,2021/10/7,,"16,673"
TX202112 台指 2021/12,2021/10/7,,"16,640"
TX202203 台指 2022/03,2021/10/7,,"16,529"
TX202206 台指 2022/06,2021/10/7,,"16,427"
TX202209 台指 2022/09,2021/10/7,,"16,044"
Y9999 加權指數,2021/10/6,"16,393.16",
TX202110 台指 2021/10,2021/10/6,,"16,359"
TX202111 台指 2021/11,2021/10/6,,"16,335"
TX202112 台指 2021/12,2021/10/6,,"16,306"
TX202203 台指 2022/03,2021/10/6,,"16,172"
TX202206 台指 2022/06,2021/10/6,,"16,078"
TX202209 台指 2022/09,2021/10/6,,"15,710"
Y9999 加權指數,2021/10/5,"16,460.75",
TX202110 台指 2021/10,2021/10/5,,"16,398"
TX202111 台指 2021/11,2021/10/5,,"16,367"
TX202112 台指 2021/12,2021/10/5,,"16,342"
TX202203 台指 2022/03,2021/10/5,,"16,228"
TX202206 台指 2022/06,2021/10/5,,"16,057"
TX202209 台指 2022/09,2021/10/5,,
Y9999 加權指數,2021/10/4,"16,408.35",
TX202110 台指 2021/10,2021/10/4,,"16,358"
TX202111 台指 2021/11,2021/10/4,,"16,329"
TX202112 台指 2021/12,2021/10/4,,"16,300"
TX202203 台指 2022/03,2021/10/4,,"16,193"
TX202206 台指 2022/06,2021/10/4,,"16,078"
TX202209 台指 2022/09,2021/10/4,,"15,700"
Y9999 加權指數,2021/10/1,"16,570.89",
TX202110 台指 2021/10,2021/10/1,,"16,517"
TX202111 台指 2021/11,2021/10/1,,"16,487"
TX202112 台指 2021/12,2021/10/1,,"16,460"
TX202203 台指 2022/03,2021/10/1,,"16,300"
TX202206 台指 2022/06,2021/10/1,,"16,209"
TX202209 台指 2022/09,2021/10/1,,"15,828"
Y9999 加權指數,2021/9/30,"16,934.77",
TX202110 台指 2021/10,2021/9/30,,"16,917"
TX202111 台指 2021/11,2021/9/30,,"16,886"
TX202112 台指 2021/12,2021/9/30,,"16,863"
TX202203 台指 2022/03,2021/9/30,,"16,731"
TX202206 台指 2022/06,2021/9/30,,"16,631"
TX202209 台指 2022/09,2021/9/30,,"16,267"
Y9999 加權指數,2021/9/29,"16,855.46",
TX202110 台指 2021/10,2021/9/29,,"16,823"
TX202111 台指 2021/11,2021/9/29,,"16,789"
TX202112 台指 2021/12,2021/9/29,,"16,759"
TX202203 台指 2022/03,2021/9/29,,"16,580"
TX202206 台指 2022/06,2021/9/29,,"16,520"
TX202209 台指 2022/09,2021/9/29,,"16,111"
Y9999 加權指數,2021/9/28,"17,181.44",
TX202110 台指 2021/10,2021/9/28,,"17,170"
TX202111 台指 2021/11,2021/9/28,,"17,140"
TX202112 台指 2021/12,2021/9/28,,"17,111"
TX202203 台指 2022/03,2021/9/28,,"16,956"
TX202206 台指 2022/06,2021/9/28,,"16,876"
TX202209 台指 2022/09,2021/9/28,,"16,437"
Y9999 加權指數,2021/9/27,"17,313.77",
TX202110 台指 2021/10,2021/9/27,,"17,292"
TX202111 台指 2021/11,2021/9/27,,"17,262"
TX202112 台指 2021/12,2021/9/27,,"17,226"
TX202203 台指 2022/03,2021/9/27,,"17,063"
TX202206 台指 2022/06,2021/9/27,,"17,004"
TX202209 台指 2022/09,2021/9/27,,"16,643"
Y9999 加權指數,2021/9/24,"17,260.19",
TX202110 台指 2021/10,2021/9/24,,"17,250"
TX202111 台指 2021/11,2021/9/24,,"17,215"
TX202112 台指 2021/12,2021/9/24,,"17,179"
TX202203 台指 2022/03,2021/9/24,,"17,053"
TX202206 台指 2022/06,2021/9/24,,"16,955"
TX202209 台指 2022/09,2021/9/24,,"16,596"
Y9999 加權指數,2021/9/23,"17,078.22",
TX202110 台指 2021/10,2021/9/23,,"17,080"
TX202111 台指 2021/11,2021/9/23,,"17,041"
TX202112 台指 2021/12,2021/9/23,,"17,015"
TX202203 台指 2022/03,2021/9/23,,"16,872"
TX202206 台指 2022/06,2021/9/23,,"16,780"
TX202209 台指 2022/09,2021/9/23,,"16,384"
Y9999 加權指數,2021/9/22,"16,925.82",
TX202110 台指 2021/10,2021/9/22,,"16,900"
TX202111 台指 2021/11,2021/9/22,,"16,858"
TX202112 台指 2021/12,2021/9/22,,"16,827"
TX202203 台指 2022/03,2021/9/22,,"16,708"
TX202206 台指 2022/06,2021/9/22,,"16,604"
TX202209 台指 2022/09,2021/9/22,,"16,260"
Y9999 加權指數,2021/9/17,"17,276.79",
TX202110 台指 2021/10,2021/9/17,,"17,298"
TX202111 台指 2021/11,2021/9/17,,"17,261"
TX202112 台指 2021/12,2021/9/17,,"17,214"
TX202203 台指 2022/03,2021/9/17,,"17,092"
TX202206 台指 2022/06,2021/9/17,,"17,023"
TX202209 台指 2022/09,2021/9/17,,"16,681"
Y9999 加權指數,2021/9/16,"17,278.70",
TX202110 台指 2021/10,2021/9/16,,"17,248"
TX202111 台指 2021/11,2021/9/16,,"17,215"
TX202112 台指 2021/12,2021/9/16,,"17,177"
TX202203 台指 2022/03,2021/9/16,,"17,010"
TX202206 台指 2022/06,2021/9/16,,"16,956"
TX202209 台指 2022/09,2021/9/16,,"16,580"
Y9999 加權指數,2021/9/15,"17,354",
TX202109 台指 2021/09,2021/9/15,,"17,382"
TX202110 台指 2021/10,2021/9/15,,"17,323"
TX202111 台指 2021/11,2021/9/15,,"17,293"
TX202112 台指 2021/12,2021/9/15,,"17,245"
TX202203 台指 2022/03,2021/9/15,,"17,119"
TX202206 台指 2022/06,2021/9/15,,"17,027"
Y9999 加權指數,2021/9/14,"17,434.90",
TX202109 台指 2021/09,2021/9/14,,"17,461"
TX202110 台指 2021/10,2021/9/14,,"17,401"
TX202111 台指 2021/11,2021/9/14,,"17,353"
TX202112 台指 2021/12,2021/9/14,,"17,319"
TX202203 台指 2022/03,2021/9/14,,"17,218"
TX202206 台指 2022/06,2021/9/14,,"17,102"
Y9999 加權指數,2021/9/13,"17,446.31",
TX202109 台指 2021/09,2021/9/13,,"17,442"
TX202110 台指 2021/10,2021/9/13,,"17,365"
TX202111 台指 2021/11,2021/9/13,,"17,334"
TX202112 台指 2021/12,2021/9/13,,"17,295"
TX202203 台指 2022/03,2021/9/13,,"17,166"
TX202206 台指 2022/06,2021/9/13,,"17,052"
Y9999 加權指數,2021/9/10,"17,474.57",
TX202109 台指 2021/09,2021/9/10,,"17,473"
TX202110 台指 2021/10,2021/9/10,,"17,409"
TX202111 台指 2021/11,2021/9/10,,"17,373"
TX202112 台指 2021/12,2021/9/10,,"17,337"
TX202203 台指 2022/03,2021/9/10,,"17,222"
TX202206 台指 2022/06,2021/9/10,,"17,122"
Y9999 加權指數,2021/9/9,"17,304.33",
TX202109 台指 2021/09,2021/9/9,,"17,235"
TX202110 台指 2021/10,2021/9/9,,"17,179"
TX202111 台指 2021/11,2021/9/9,,"17,150"
TX202112 台指 2021/12,2021/9/9,,"17,121"
TX202203 台指 2022/03,2021/9/9,,"17,002"
TX202206 台指 2022/06,2021/9/9,,"16,915"
Y9999 加權指數,2021/9/8,"17,270.49",
TX202109 台指 2021/09,2021/9/8,,"17,262"
TX202110 台指 2021/10,2021/9/8,,"17,201"
TX202111 台指 2021/11,2021/9/8,,"17,163"
TX202112 台指 2021/12,2021/9/8,,"17,137"
TX202203 台指 2022/03,2021/9/8,,"17,012"
TX202206 台指 2022/06,2021/9/8,,"16,925"
Y9999 加權指數,2021/9/7,"17,428.87",
TX202109 台指 2021/09,2021/9/7,,"17,422"
TX202110 台指 2021/10,2021/9/7,,"17,360"
TX202111 台指 2021/11,2021/9/7,,"17,300"
TX202112 台指 2021/12,2021/9/7,,"17,323"
TX202203 台指 2022/03,2021/9/7,,"17,173"
TX202206 台指 2022/06,2021/9/7,,"17,088"
Y9999 加權指數,2021/9/6,"17,495.30",
TX202109 台指 2021/09,2021/9/6,,"17,496"
TX202110 台指 2021/10,2021/9/6,,"17,433"
TX202111 台指 2021/11,2021/9/6,,"17,395"
TX202112 台指 2021/12,2021/9/6,,"17,354"
TX202203 台指 2022/03,2021/9/6,,"17,236"
TX202206 台指 2022/06,2021/9/6,,"17,157"
Y9999 加權指數,2021/9/3,"17,516.92",
TX202109 台指 2021/09,2021/9/3,,"17,509"
TX202110 台指 2021/10,2021/9/3,,"17,445"
TX202111 台指 2021/11,2021/9/3,,"17,428"
TX202112 台指 2021/12,2021/9/3,,"17,396"
TX202203 台指 2022/03,2021/9/3,,"17,287"
TX202206 台指 2022/06,2021/9/3,,"17,180"
Y9999 加權指數,2021/9/2,"17,319.76",
TX202109 台指 2021/09,2021/9/2,,"17,320"
TX202110 台指 2021/10,2021/9/2,,"17,262"
TX202111 台指 2021/11,2021/9/2,,"17,227"
TX202112 台指 2021/12,2021/9/2,,"17,187"
TX202203 台指 2022/03,2021/9/2,,"17,073"
TX202206 台指 2022/06,2021/9/2,,"16,980"
Y9999 加權指數,2021/9/1,"17,473.99",
TX202109 台指 2021/09,2021/9/1,,"17,476"
TX202110 台指 2021/10,2021/9/1,,"17,407"
TX202111 台指 2021/11,2021/9/1,,"17,370"
TX202112 台指 2021/12,2021/9/1,,"17,343"
TX202203 台指 2022/03,2021/9/1,,"17,232"
TX202206 台指 2022/06,2021/9/1,,"17,118"
Y9999 加權指數,2021/8/31,"17,490.29",
TX202109 台指 2021/09,2021/8/31,,"17,457"
TX202110 台指 2021/10,2021/8/31,,"17,405"
TX202111 台指 2021/11,2021/8/31,,"17,369"
TX202112 台指 2021/12,2021/8/31,,"17,347"
TX202203 台指 2022/03,2021/8/31,,"17,234"
TX202206 台指 2022/06,2021/8/31,,"17,142"
Y9999 加權指數,2021/8/30,"17,396.52",
TX202109 台指 2021/09,2021/8/30,,"17,339"
TX202110 台指 2021/10,2021/8/30,,"17,282"
TX202111 台指 2021/11,2021/8/30,,"17,249"
TX202112 台指 2021/12,2021/8/30,,"17,212"
TX202203 台指 2022/03,2021/8/30,,"17,113"
TX202206 台指 2022/06,2021/8/30,,"17,042"
Y9999 加權指數,2021/8/27,"17,209.93",
TX202109 台指 2021/09,2021/8/27,,"17,170"
TX202110 台指 2021/10,2021/8/27,,"17,113"
TX202111 台指 2021/11,2021/8/27,,"17,078"
TX202112 台指 2021/12,2021/8/27,,"17,050"
TX202203 台指 2022/03,2021/8/27,,"16,930"
TX202206 台指 2022/06,2021/8/27,,"16,893"
Y9999 加權指數,2021/8/26,"17,066.96",
TX202109 台指 2021/09,2021/8/26,,"16,995"
TX202110 台指 2021/10,2021/8/26,,"16,940"
TX202111 台指 2021/11,2021/8/26,,"16,900"
TX202112 台指 2021/12,2021/8/26,,"16,868"
TX202203 台指 2022/03,2021/8/26,,"16,758"
TX202206 台指 2022/06,2021/8/26,,"16,708"
Y9999 加權指數,2021/8/25,"17,045.86",
TX202109 台指 2021/09,2021/8/25,,"16,963"
TX202110 台指 2021/10,2021/8/25,,"16,902"
TX202111 台指 2021/11,2021/8/25,,"16,855"
TX202112 台指 2021/12,2021/8/25,,"16,851"
TX202203 台指 2022/03,2021/8/25,,"16,752"
TX202206 台指 2022/06,2021/8/25,,"16,676"
Y9999 加權指數,2021/8/24,"16,818.73",
TX202109 台指 2021/09,2021/8/24,,"16,784"
TX202110 台指 2021/10,2021/8/24,,"16,728"
TX202111 台指 2021/11,2021/8/24,,"16,680"
TX202112 台指 2021/12,2021/8/24,,"16,647"
TX202203 台指 2022/03,2021/8/24,,"16,578"
TX202206 台指 2022/06,2021/8/24,,"16,517"
Y9999 加權指數,2021/8/23,"16,741.84",
TX202109 台指 2021/09,2021/8/23,,"16,684"
TX202110 台指 2021/10,2021/8/23,,"16,626"
TX202111 台指 2021/11,2021/8/23,,"16,590"
TX202112 台指 2021/12,2021/8/23,,"16,555"
TX202203 台指 2022/03,2021/8/23,,"16,470"
TX202206 台指 2022/06,2021/8/23,,"16,405"
Y9999 加權指數,2021/8/20,"16,341.94",
TX202109 台指 2021/09,2021/8/20,,"16,193"
TX202110 台指 2021/10,2021/8/20,,"16,133"
TX202111 台指 2021/11,2021/8/20,,"16,103"
TX202112 台指 2021/12,2021/8/20,,"16,110"
TX202203 台指 2022/03,2021/8/20,,"15,999"
TX202206 台指 2022/06,2021/8/20,,"16,000"
Y9999 加權指數,2021/8/19,"16,375.40",
TX202109 台指 2021/09,2021/8/19,,"16,329"
TX202110 台指 2021/10,2021/8/19,,"16,278"
TX202111 台指 2021/11,2021/8/19,,"16,207"
TX202112 台指 2021/12,2021/8/19,,"16,174"
TX202203 台指 2022/03,2021/8/19,,"16,122"
TX202206 台指 2022/06,2021/8/19,,"16,052"
Y9999 加權指數,2021/8/18,"16,826.27",
TX202108 台指 2021/08,2021/8/18,,"16,784"
TX202109 台指 2021/09,2021/8/18,,"16,702"
TX202110 台指 2021/10,2021/8/18,,"16,644"
TX202112 台指 2021/12,2021/8/18,,"16,568"
TX202203 台指 2022/03,2021/8/18,,"16,506"
TX202206 台指 2022/06,2021/8/18,,"16,462"
Y9999 加權指數,2021/8/17,"16,661.36",
TX202108 台指 2021/08,2021/8/17,,"16,580"
TX202109 台指 2021/09,2021/8/17,,"16,469"
TX202110 台指 2021/10,2021/8/17,,"16,421"
TX202112 台指 2021/12,2021/8/17,,"16,354"
TX202203 台指 2022/03,2021/8/17,,"16,333"
TX202206 台指 2022/06,2021/8/17,,"16,414"
Y9999 加權指數,2021/8/16,"16,858.77",
TX202108 台指 2021/08,2021/8/16,,"16,772"
TX202109 台指 2021/09,2021/8/16,,"16,658"
TX202110 台指 2021/10,2021/8/16,,"16,610"
TX202112 台指 2021/12,2021/8/16,,"16,547"
TX202203 台指 2022/03,2021/8/16,,"16,481"
TX202206 台指 2022/06,2021/8/16,,"16,414"
Y9999 加權指數,2021/8/13,"16,982.11",
TX202108 台指 2021/08,2021/8/13,,"16,934"
TX202109 台指 2021/09,2021/8/13,,"16,823"
TX202110 台指 2021/10,2021/8/13,,"16,775"
TX202112 台指 2021/12,2021/8/13,,"16,715"
TX202203 台指 2022/03,2021/8/13,,"16,652"
TX202206 台指 2022/06,2021/8/13,,"16,620"
Y9999 加權指數,2021/8/12,"17,219.94",
TX202108 台指 2021/08,2021/8/12,,"17,157"
TX202109 台指 2021/09,2021/8/12,,"17,043"
TX202110 台指 2021/10,2021/8/12,,"17,001"
TX202112 台指 2021/12,2021/8/12,,"16,924"
TX202203 台指 2022/03,2021/8/12,,"16,860"
TX202206 台指 2022/06,2021/8/12,,
Y9999 加權指數,2021/8/11,"17,227.18",
TX202108 台指 2021/08,2021/8/11,,"17,171"
TX202109 台指 2021/09,2021/8/11,,"17,058"
TX202110 台指 2021/10,2021/8/11,,"17,000"
TX202112 台指 2021/12,2021/8/11,,"16,930"
TX202203 台指 2022/03,2021/8/11,,"16,860"
TX202206 台指 2022/06,2021/8/11,,"16,797"
Y9999 加權指數,2021/8/10,"17,323.64",
TX202108 台指 2021/08,2021/8/10,,"17,299"
TX202109 台指 2021/09,2021/8/10,,"17,181"
TX202110 台指 2021/10,2021/8/10,,"17,104"
TX202112 台指 2021/12,2021/8/10,,"17,020"
TX202203 台指 2022/03,2021/8/10,,"16,980"
TX202206 台指 2022/06,2021/8/10,,"16,936"
Y9999 加權指數,2021/8/9,"17,485.15",
TX202108 台指 2021/08,2021/8/9,,"17,404"
TX202109 台指 2021/09,2021/8/9,,"17,293"
TX202110 台指 2021/10,2021/8/9,,"17,239"
TX202112 台指 2021/12,2021/8/9,,"17,173"
TX202203 台指 2022/03,2021/8/9,,"17,032"
TX202206 台指 2022/06,2021/8/9,,"17,033"
Y9999 加權指數,2021/8/6,"17,526.28",
TX202108 台指 2021/08,2021/8/6,,"17,437"
TX202109 台指 2021/09,2021/8/6,,"17,334"
TX202110 台指 2021/10,2021/8/6,,"17,271"
TX202112 台指 2021/12,2021/8/6,,"17,200"
TX202203 台指 2022/03,2021/8/6,,"17,128"
TX202206 台指 2022/06,2021/8/6,,"17,070"
Y9999 加權指數,2021/8/5,"17,603.12",
TX202108 台指 2021/08,2021/8/5,,"17,542"
TX202109 台指 2021/09,2021/8/5,,"17,431"
TX202110 台指 2021/10,2021/8/5,,"17,376"
TX202112 台指 2021/12,2021/8/5,,"17,302"
TX202203 台指 2022/03,2021/8/5,,"17,261"
